gold_label,sequence,attention_mask,token_type
entailment,"[CLS] the form of music played by die rhone ##r sa ##uw ##ant ##z ##t originated in the united states . [SEP] [ par ] [ t ##le ] die rhone ##r sa ##uw ##ant ##z ##t [SEP] die rhone ##r sa ##uw ##ant ##z ##t are a ski ##ffle - blues ##band from e ##iche ##nz ##ell - lu ##tter in hesse ##n , germany . the line - up consists of martin cab ##a , christoph gunther and christoph lei ##pol ##d playing ski ##ffle - blues with lyrics based on r ##hon mountains dialect and other hess ##ian dialects varieties . the expression "" sa ##uw ##ant ##z ##t "" means pork belly and refers also to un ##ti ##dy or un ##ru ##ly children and youth . [ par ] [ t ##le ] ski ##ffle [SEP] ski ##ffle is a music genre with jazz , blues , folk and american folk influences , usually using a combination of manufactured and homemade or improvised instruments . originating as a term in the united states in the first half of the 20th century , it became popular again in the uk in the 1950s , where it was associated with artists such as lo ##nni ##e done ##gan , the viper ##s ski ##ffle group , ken col ##yer [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] malcolm smith was named most valuable player in super bowl xl ##vi ##ii . [SEP] [ par ] [ t ##le ] super bowl xl ##vi ##ii [SEP] super bowl xl ##vi ##ii was an american football game between the american football conference ( afc ) champion denver broncos and national football conference ( nfc ) champion seattle seahawks to decide the national football league ( nfl ) champion for the 2013 season . the seahawks defeated the broncos 43 – 8 , the largest margin of victory for an under ##dog and tied for the third largest point differential overall ( 35 ) in super bowl history with super bowl xx ##vi ##i ( 1993 ) . it was the first time the winning team scored over 40 points , while holding their opponent to under 10 . this became the first super bowl victory for the seahawks and the fifth super bowl loss for the broncos , the most of any team . the game was played on february 2 , 2014 , at [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] us 60 gives access to z ##il ##po road , and is also known as midland trail . [SEP] [ par ] [ t ##le ] more ##head , kentucky [SEP] more ##head is a home rule - class city located along us 60 ( the historic midland trail ) and interstate 64 in rowan county , kentucky , in the united states . it is the seat of its county . the population was 6 , 84 ##5 at the time of the 2010 u . s . census . [ par ] [ t ##le ] z ##il ##po road [SEP] z ##il ##po road is a national forest scenic by ##way in the forested hills of eastern kentucky , united states . the nine mile by ##way starts south of more ##head , kentucky and can be accessed by u . s . highway 60 . the by ##way travels through the daniel boone national forest and ends on the western shore of cave run lake at the z ##il ##po recreation area . it follows f ##sr 91 ##8 , which is a two lane paved road suitable for all motor vehicles [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] the 1988 american comedy film , the great outdoors , starred a four - time academy award nominee , who received a star on the hollywood walk of fame in 2006 . [SEP] [ par ] [ t ##le ] the great outdoors ( film ) [SEP] the great outdoors is a 1988 american comedy film directed by howard de ##ut ##ch , and written and produced by john hughes . it stars dan a ##yk ##roy ##d , john candy , stephanie far ##acy and annette benin ##g in her film debut . [ par ] [ t ##le ] annette benin ##g [SEP] annette carol benin ##g ( born may 29 , 1958 ) is an american actress . she began her career on stage with the colorado shakespeare festival company in 1980 , and played lady macbeth in 1984 at the american conservatory theatre . she was nominated for the 1987 tony award for best featured actress in a play for her broadway debut in "" coastal disturbances "" . she is a four - time academy award nominee ; for "" the gr ##if ##ters "" ( 1990 ) , "" american beauty "" ( 1999 ) , "" being julia "" ( 2004 ) and "" the kids are all right "" [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] the names of the current members of american heavy metal band who wrote the music for hurt locker the musical are het ##field and ulrich , longtime lead guitarist kirk ham ##met ##t , and bassist robert tr ##uj ##illo . [SEP] [ par ] [ t ##le ] metallic ##a [SEP] metallic ##a is an american heavy metal band based in san rafael , california . the band was formed in 1981 in los angeles when vocalist / guitarist james het ##field responded to an advertisement posted by drummer lars ulrich in a local newspaper . metallic ##a ' s current lineup comprises founding members het ##field and ulrich , longtime lead guitarist kirk ham ##met ##t , and bassist robert tr ##uj ##illo . guitarist dave must ##aine ( who went on to form mega ##de ##th ) and bassist ##s ron mc ##go ##vn ##ey , cliff burton , and jason news ##ted are also former members of the band . [ par ] [ t ##le ] hurt locker ( musical ) [SEP] hurt locker the musical is a fictional musical in the 2014 broadway premiere production of "" he ##d ##wig and the angry inch "" . in the broadway performance of "" he ##d ##wig and the angry inch "" the musical opens with he ##d ##wig explaining that [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] human error "" is the season finale of the third season of a tv show that aired on fox . [SEP] [ par ] [ t ##le ] house ( tv series ) [SEP] house ( also called house , m . d . ) is an american television medical drama that originally ran on the fox network for eight seasons , from november 16 , 2004 to may 21 , 2012 . the series ' main character is dr . gregory house ( hugh laurie ) , an unconventional , mis ##ant ##hr ##op ##ic medical genius who , despite his dependence on pain medication , leads a team of diagnostic ##ians at the fictional princeton – plains ##boro teaching hospital ( pp ##th ) in new jersey . the series ' premise originated with paul at ##tana ##sio , while david shore , who is credited as creator , was primarily responsible for the conception of the title character . the series ' executive producers included shore , at ##tana ##sio , at ##tana ##sio ' s business partner katie jacobs , and film director bryan singer . it was filmed largely in century city . [ par ] [ t ##le ] human error ( house ) [SEP] "" human [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] du ##a lip ##a , an english singer , songwriter and model , the album spawned the number - one single "" new rules "" is a song by english singer du ##a lip ##a from her eponymous debut studio album , released in 2017 . [SEP] [ par ] [ t ##le ] du ##a lip ##a [SEP] du ##a lip ##a ( ; ] ; born 22 august 1995 ) is an english singer , songwriter and model . her musical career began at age 16 , when she began covering songs by other artists on youtube . in 2015 , she was signed with warner music group , and released her first single soon after . in december 2016 , a documentary about lip ##a was commissioned by "" the fade ##r "" magazine , titled "" see in blue "" . in january 2017 , she won the e ##bba public choice award . her self - titled debut studio album was released on 2 june 2017 . the album spawned seven singles , including the top - 10 single "" be the one "" and the number - one single "" new rules "" . [ par ] [ t ##le ] new rules ( song ) [SEP] "" new rules "" is a song by english singer du ##a lip ##a from [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] american politician joe heck ran unsuccessfully against democrat catherine co ##rte ##z mast ##o , a woman who previously served as the 32nd attorney general of nevada . [SEP] [ par ] [ t ##le ] joe heck [SEP] joseph john “ joe ” heck ( born october 30 , 1961 ) is an american politician , physician , and u . s . army brigadier general who had served as the u . s . representative for nevada ' s 3rd congressional district from 2011 to 2017 . heck , a member of the republican party , is a board - certified physician and served as a nevada state senator from 2004 - 08 . he ran unsuccessfully against democrat catherine co ##rte ##z mast ##o in the general election for the open nevada united states senate seat in 2016 . in the same year , heck made headlines by joining a long list of republicans who opposed the go ##p nominee for president , donald trump . [ par ] [ t ##le ] catherine co ##rte ##z mast ##o [SEP] catherine marie co ##rte ##z mast ##o ( born march 29 , 1964 ) is an american attorney and politician who is the junior [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] the drug stores , of which the ceo is warren bryant , are located in hawaii . [SEP] [ par ] [ t ##le ] warren bryant [SEP] warren bryant was the ceo of long ##s drugs store corporation out of california prior to the retail chain ' s acquisition by cv ##s / care ##mark . hired in 2002 to long ##s , he was senior vice president of the k ##ro ##ger company . , a retail grocery chain , from 1999 to 2002 . prior to that , from 1996 to 1999 , he was president and chief executive officer of dillon companies , inc . , a retail grocery chain and subsidiary of the k ##ro ##ger co . he is also a director of office ##max incorporated . [ par ] [ t ##le ] long ##s drugs [SEP] long ##s drugs is an american chain with approximately 40 drug stores throughout the state of hawaii . [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] dona ##hue replaced ke ##lli ward . [SEP] [ par ] [ t ##le ] sue dona ##hue [SEP] sue dona ##hue is an american politician . dona ##hue was appointed in 2016 to serve in the arizona state senate representing the fifth legislative district as a member of the republican party . dona ##hue replaced ke ##lli ward who resigned to run for the united states senate . dona ##hue did not run for re - election in 2016 and was replaced by sonny bo ##rrell ##i . [ par ] [ t ##le ] ke ##lli ward [SEP] ke ##lli ward ( "" nee "" ka ##z ##nos ##ki ; born january 25 , 1969 ) is an american politician and os ##te ##opa ##thic physician . a member of the republican party , ward was elected in 2012 to serve in the arizona state senate representing the fifth legislative district . she was unopposed for election in 2014 . while serving in office , she continued to practice medicine in the emergency departments in lake ha ##vas ##u [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] the female main protagonist of catching fire is 16 years old . [SEP] [ par ] [ t ##le ] catching fire [SEP] catching fire is a 2009 science fiction young adult novel by the american novelist suzanne collins , the second book in "" the hunger games trilogy "" . as the sequel to the 2008 bestseller "" the hunger games "" , it continues the story of kat ##nis ##s ever ##dee ##n and the post - apocalyptic nation of pan ##em . following the events of the previous novel , a rebellion against the oppressive capitol has begun , and kat ##nis ##s and fellow tribute pee ##ta mel ##lar ##k are forced to return to the arena in a special edition of the hunger games . [ par ] [ t ##le ] the hunger games ( novel ) [SEP] the hunger games is a 2008 d ##yst ##op ##ian novel by the american writer suzanne collins . it is written in the voice of 16 - year - old kat ##nis ##s ever ##dee ##n , who lives in the future , post - apocalyptic nation of [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
